WORK_ORD_NO,WORK_ORD_STATUS,WORK_ORD_STATUS,WORK_ORD_COMPLETION_DT,WORK_ORD_CLOSE_DT,JOB_EFFECTIVE_DT,ACT_NO,GRP_ID,STATUS_CD,EXECUTED_DT,LAST_UPDATE_ID,LAST_UPDATE_DT
ZFG3740016,4,Closed,2023-10-03 15:49:04,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:24
ZFG3740017,4,Closed,2023-10-03 15:52:21,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:54
ZFG3740018,4,Closed,2023-10-03 15:48:44,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:40
ZFG3740019,4,Closed,2023-10-03 15:49:05,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:29
ZFG3740020,4,Closed,2023-10-03 15:51:49,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:45
ZFG3740021,4,Closed,2023-10-03 15:51:44,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:43
ZFG3740022,4,Closed,2023-10-03 15:48:34,2023-10-03 18:01:31,2023-04-13 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:33
ZFG3751001,2,Submitted,,,,0,EXSHLR1,RDY,,OM_AUTO_ALLOC,2023-06-21 16:09:03
ZFG7108001,2,Submitted,,,,0,GACY,COM,,p1325702,2023-06-30 09:31:30
ZFG7108001,2,Submitted,,,,1,MCONF,EXC,2023-06-22 09:00:59,ESOM_APP,2023-06-22 09:00:59
ZFG7108001,2,Submitted,,,,2,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-06-22 08:55:25
ZFG7318003,2,Submitted,,,,0,IADCPEINST,COM,,jiewei,2023-06-28 19:55:38
ZFG7318003,2,Submitted,,,,1,MPP6,COM,,TINA,2023-06-22 18:53:57
ZFG7318003,2,Submitted,,,,2,GSDT8,EXC,2023-06-22 19:02:01,TINA,2023-06-22 19:02:01
ZFG7318003,2,Submitted,,,,3,IPVM2,NRD,,OM_AUTO_ALLOC,2023-06-22 12:07:04
ZFG7318003,2,Submitted,,,,4,HDM_BATCH,NRD,,OM_AUTO_ALLOC,2023-06-22 09:41:12
ZFG7318003,2,Submitted,,,,5,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-06-22 09:41:13
ZFG8005001,4,Closed,2023-10-03 15:52:26,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:41
ZFG8005003,4,Closed,2023-10-03 15:49:06,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:33
ZFG8005005,4,Closed,2023-10-03 15:52:11,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:46
ZFG8005007,4,Closed,2023-10-03 15:52:29,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:03
ZFG8005009,4,Closed,2023-10-03 15:52:04,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:01
ZFG8005011,4,Closed,2023-10-03 15:52:29,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:06
ZFG8005013,4,Closed,2023-10-03 15:51:44,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:43
ZFG8005015,4,Closed,2023-10-03 15:52:05,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:00
ZFG8005017,4,Closed,2023-10-03 15:48:30,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:25
ZFG8005019,4,Closed,2023-10-03 15:48:40,2023-10-03 18:01:17,2023-06-19 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:34
ZFG8300002,4,Closed,2023-06-30 11:29:23,2023-06-30 12:01:12,2023-06-30 11:29:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:29:17
ZFG8300002,4,Closed,2023-06-30 11:29:23,2023-06-30 12:01:12,2023-06-30 11:29:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300003,4,Closed,2023-06-30 11:21:56,2023-06-30 12:01:12,2023-06-30 11:21:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:21:46
ZFG8300003,4,Closed,2023-06-30 11:21:56,2023-06-30 12:01:12,2023-06-30 11:21:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300004,4,Closed,2023-06-30 11:21:57,2023-06-30 12:01:12,2023-06-30 11:21:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:21:46
ZFG8300004,4,Closed,2023-06-30 11:21:57,2023-06-30 12:01:12,2023-06-30 11:21:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300005,4,Closed,2023-06-30 11:21:52,2023-06-30 12:01:12,2023-06-30 11:21:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:21:46
ZFG8300005,4,Closed,2023-06-30 11:21:52,2023-06-30 12:01:12,2023-06-30 11:21:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300006,4,Closed,2023-06-30 11:21:58,2023-06-30 12:01:12,2023-06-30 11:21:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:21:46
ZFG8300006,4,Closed,2023-06-30 11:21:58,2023-06-30 12:01:12,2023-06-30 11:21:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300007,4,Closed,2023-06-30 11:21:53,2023-06-30 12:01:12,2023-06-30 11:21:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:21:46
ZFG8300007,4,Closed,2023-06-30 11:21:53,2023-06-30 12:01:12,2023-06-30 11:21:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300008,4,Closed,2023-06-30 11:29:22,2023-06-30 12:01:12,2023-06-30 11:29:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:29:17
ZFG8300008,4,Closed,2023-06-30 11:29:22,2023-06-30 12:01:12,2023-06-30 11:29:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300009,4,Closed,2023-06-30 11:29:21,2023-06-30 12:01:12,2023-06-30 11:29:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:29:17
ZFG8300009,4,Closed,2023-06-30 11:29:21,2023-06-30 12:01:12,2023-06-30 11:29:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8300010,4,Closed,2023-06-30 11:29:26,2023-06-30 12:01:12,2023-06-30 11:29:00,0,EXOCN2,COM,2023-06-28 11:00:00,p1309973,2023-06-30 11:29:17
ZFG8300010,4,Closed,2023-06-30 11:29:26,2023-06-30 12:01:12,2023-06-30 11:29:00,1,SYSFNP,COM,,OPOFNP101D,2023-06-26 22:30:12
ZFG8384001,2,Submitted,,,,0,GSDT92,COM,,suhaila,2023-06-30 11:28:53
ZFG8384001,2,Submitted,,,,1,STIXGW_HK,RDY,,OM_AUTO_ALLOC,2023-06-22 14:41:08
ZFG8384001,2,Submitted,,,,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-06-30 11:28:57
ZFG8384001,2,Submitted,,,,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-06-30 11:29:09
ZFG9626001,4,Closed,2023-09-22 07:24:59,2023-09-22 12:01:29,2023-03-31 00:00:00,0,DSS_SMS,COM,,P1208635,2023-06-23 14:33:23
ZFG9626001,4,Closed,2023-09-22 07:24:59,2023-09-22 12:01:29,2023-03-31 00:00:00,1,CNP1,COM,,p1209875,2023-06-23 17:54:48
ZFG9626001,4,Closed,2023-09-22 07:24:59,2023-09-22 12:01:29,2023-03-31 00:00:00,2,ISS_EMC,COM,,khalip,2023-09-22 07:24:44
ZFG9626001,4,Closed,2023-09-22 07:24:59,2023-09-22 12:01:29,2023-03-31 00:00:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-22 07:24:47
ZFG9626001,4,Closed,2023-09-22 07:24:59,2023-09-22 12:01:29,2023-03-31 00:00:00,4,BATCH_DCI,COM,,OM_JOB_SERVER,2023-09-22 07:24:59
ZFG9630001,2,Submitted,,,,0,MCONF,RDY,,OPO027101R,2023-06-22 14:09:15
ZFG9630001,2,Submitted,,,,1,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-06-22 14:06:08
ZFG9696001,4,Closed,2023-09-20 15:36:49,2023-09-20 18:01:18,2023-06-22 00:00:00,0,SLMD,COM,2023-06-22 14:15:00,REQ0313462,2023-09-20 15:36:23
ZFG9696001,4,Closed,2023-09-20 15:36:49,2023-09-20 18:01:18,2023-06-22 00:00:00,1,SGMDP,COM,2023-09-20 15:36:00,AsSLMDEss,2023-09-20 15:36:44
ZFG9696001,4,Closed,2023-09-20 15:36:49,2023-09-20 18:01:18,2023-06-22 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-20 15:36:46
ZFG9740001,2,Submitted,,,,0,MCONF,RDY,,OM_AUTO_ALLOC,2023-06-22 14:22:37
ZFG9740001,2,Submitted,,,,1,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-06-22 14:22:38
ZFG9754001,4,Closed,2023-09-20 15:37:19,2023-09-20 18:01:19,2023-06-22 00:00:00,0,SLMD,COM,2023-06-22 14:19:00,REQ0313462,2023-09-20 15:36:23
ZFG9754001,4,Closed,2023-09-20 15:37:19,2023-09-20 18:01:19,2023-06-22 00:00:00,1,SGMDP,COM,2023-09-20 15:36:00,AsSLMDEss,2023-09-20 15:37:11
ZFG9754001,4,Closed,2023-09-20 15:37:19,2023-09-20 18:01:19,2023-06-22 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-20 15:37:17
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,0,HOLDING_Q,COM,,OPOPUH101D,2023-08-30 20:01:37
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,1,IMPACT_CSE,COM,,CP974991,2023-08-31 10:51:16
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,2,ISS_EMC,COM,,khalip,2023-09-06 11:35:42
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,3,DSS_SMS,COM,,P1208635,2023-09-06 16:15:12
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,4,STCARE,COM,,OM_AUTO_ALLOC,2023-09-04 09:22:06
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,5,CNP1,COM,,hassim,2023-09-07 10:53:22
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,6,TOPS_CSE,COM,,CP974991,2023-09-08 12:00:02
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,7,GSDT61,COM,,hassim,2023-09-11 14:25:17
ZFH0345001,4,Closed,2023-09-11 14:25:23,2023-09-11 18:01:14,2022-07-25 00:00:00,8,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-11 14:25:22
ZFH0848001,4,Closed,2023-07-11 15:56:01,2023-10-03 18:01:22,2023-06-21 00:00:00,0,EXSHLR1,COM,,p1309975,2023-07-11 15:55:55
ZFH0863001,4,Closed,2023-10-03 15:49:09,2023-10-03 18:01:14,2023-06-20 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:31
ZFH0863002,4,Closed,2023-10-03 15:49:10,2023-10-03 18:01:14,2023-06-20 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:43
ZFH1176001,4,Closed,2023-09-22 07:25:14,2023-09-22 12:01:18,2023-06-19 00:00:00,0,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-06-23 22:01:54
ZFH1176001,4,Closed,2023-09-22 07:25:14,2023-09-22 12:01:18,2023-06-19 00:00:00,1,ISS_EMC,COM,,khalip,2023-09-22 07:24:58
ZFH1176001,4,Closed,2023-09-22 07:25:14,2023-09-22 12:01:18,2023-06-19 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-22 07:25:02
ZFH1176001,4,Closed,2023-09-22 07:25:14,2023-09-22 12:01:18,2023-06-19 00:00:00,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-09-22 07:25:14
ZFH1387001,4,Closed,2023-10-03 15:48:19,2023-10-03 18:01:10,2023-06-22 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:16
ZFH1518002,2,Submitted,,,,0,EXSHLR1,RDY,,OM_JOB_SERVER,2023-06-22 18:35:08
ZFH4106001,4,Closed,2023-10-03 15:49:09,2023-10-03 18:01:20,2023-06-22 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:24
ZFH4106003,4,Closed,2023-10-03 15:49:10,2023-10-03 18:01:20,2023-06-22 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:31
ZFI1661002,4,Closed,2023-09-15 10:49:40,2023-09-15 12:01:27,2023-05-24 00:00:00,0,HDM_BATCH,COM,,OPOCPR801R,2023-06-24 09:32:08
ZFI1661002,4,Closed,2023-09-15 10:49:40,2023-09-15 12:01:27,2023-05-24 00:00:00,1,EXIP2,COM,,pgchoo,2023-06-27 13:46:21
ZFI1661002,4,Closed,2023-09-15 10:49:40,2023-09-15 12:01:27,2023-05-24 00:00:00,2,GACY,COM,,p1325742,2023-09-15 10:49:36
ZFI1661002,4,Closed,2023-09-15 10:49:40,2023-09-15 12:01:27,2023-05-24 00:00:00,3,EXCY2,COM,2023-06-24 09:23:29,P4007962,2023-06-24 09:25:30
ZFI1661002,4,Closed,2023-09-15 10:49:40,2023-09-15 12:01:27,2023-05-24 00:00:00,4,FRMS_FULL,COM,,OM_JOB_SERVER,2023-06-24 09:25:38
ZFI2058001,2,Submitted,,,,0,FRMS_HALF,COM,,OM_JOB_SERVER,2023-06-26 09:50:44
ZFI2058001,2,Submitted,,,,1,WFMAPT,CAN,,OM_JOB_SERVER,2023-08-11 08:58:25
ZFI2058001,2,Submitted,,,,2,WFM,CAN,,OM_JOB_SERVER,2023-08-11 08:58:50
ZFI2058001,2,Submitted,,,,3,TNP,COM,,yltan,2023-06-27 09:57:32
ZFI2058001,2,Submitted,,,,4,RDC_ME1,CAN,,OM_JOB_SERVER,2023-06-30 15:14:21
ZFI2058001,2,Submitted,,,,5,MPP83,COM,,P4002820,2023-06-26 19:38:39
ZFI2058001,2,Submitted,,,,6,GSDT8,EXC,2023-06-27 09:30:41,P1251701,2023-06-27 09:30:41
ZFI2058001,2,Submitted,,,,7,EXIP4,COM,,pgchoo,2023-06-28 17:14:58
ZFI2058001,2,Submitted,,,,8,IPVM1,NRD,,OM_JOB_SERVER,2023-06-26 14:14:36
ZFI2058001,2,Submitted,,,,9,FRMS_FULL,NRD,,OM_JOB_SERVER,2023-06-26 14:14:36
ZFI2058001,2,Submitted,,,,10,BATCH_DCI,NRD,,OM_JOB_SERVER,2023-06-26 14:14:36
ZFI2253002,4,Closed,2023-10-03 15:52:04,2023-10-03 18:01:13,2023-06-24 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:03
ZFI6082001,4,Closed,2023-10-03 15:52:15,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:55
ZFI6082003,4,Closed,2023-10-03 15:52:06,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:59
ZFI6082005,4,Closed,2023-10-03 15:48:29,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:28
ZFI6082007,4,Closed,2023-10-03 15:51:41,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:38
ZFI6082009,4,Closed,2023-10-03 15:48:25,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:21
ZFI6082011,4,Closed,2023-10-03 15:52:20,2023-10-03 18:01:10,2023-04-25 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:01
ZFI8572001,4,Closed,2023-06-25 00:00:00,2023-10-03 18:01:13,2023-06-25 00:00:00,0,EXSXSCP2,COM,,REQ0316340,2023-10-03 15:51:56
ZFI8572001,4,Closed,2023-06-25 00:00:00,2023-10-03 18:01:13,2023-06-25 00:00:00,1,EXCY4,COM,2023-06-28 10:05:40,p1309860,2023-06-28 10:07:53
ZFI8572001,4,Closed,2023-06-25 00:00:00,2023-10-03 18:01:13,2023-06-25 00:00:00,2,EXCY2,COM,2023-06-27 09:39:47,p1309860,2023-06-27 09:40:45
ZFI8821001,2,Submitted,,,,0,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-08-11 13:46:48
ZFI8821001,2,Submitted,,,,1,IMPACT,COM,,CP943733,2023-08-17 12:26:10
ZFI8821001,2,Submitted,,,,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-08-17 12:26:17
ZFI8821001,2,Submitted,,,,3,CPE,RDY,,OM_JOB_SERVER,2023-08-17 12:26:15
ZFI8821001,2,Submitted,,,,4,BATCH_DCI,COM,,OM_JOB_SERVER,2023-08-17 12:26:29
ZFI9259001,4,Closed,2023-06-05 00:00:00,2023-10-03 18:01:20,2023-06-05 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:41
ZFI9259001,4,Closed,2023-06-05 00:00:00,2023-10-03 18:01:20,2023-06-05 00:00:00,1,EXAR1,COM,2023-06-26 12:03:19,P1309993,2023-06-26 12:03:32
ZFI9554001,4,Closed,2023-10-03 15:51:59,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:54
ZFI9554002,4,Closed,2023-10-03 15:48:45,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:40
ZFI9554003,4,Closed,2023-10-03 15:48:46,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:40
ZFI9554004,4,Closed,2023-10-03 15:52:00,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:57
ZFI9554005,4,Closed,2023-10-03 15:52:20,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:03
ZFI9554006,4,Closed,2023-10-03 15:48:19,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:18
ZFI9554007,4,Closed,2023-10-03 15:51:35,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:32
ZFI9554008,4,Closed,2023-10-03 15:48:40,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:34
ZFI9554009,4,Closed,2023-10-03 15:48:21,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:18
ZFI9554010,4,Closed,2023-10-03 15:51:45,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:43
ZFI9554011,4,Closed,2023-10-03 15:52:25,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:04
ZFI9554012,4,Closed,2023-10-03 15:49:01,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:45
ZFI9554013,4,Closed,2023-10-03 15:48:24,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:22
ZFI9554014,4,Closed,2023-10-03 15:51:35,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:31
ZFI9554015,4,Closed,2023-10-03 15:51:35,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:29
ZFI9554016,4,Closed,2023-10-03 15:52:24,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:03
ZFI9554017,4,Closed,2023-10-03 15:52:00,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:37
ZFI9554018,4,Closed,2023-10-03 15:51:41,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:35
ZFI9554019,4,Closed,2023-10-03 15:52:06,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:03
ZFI9554020,4,Closed,2023-10-03 15:52:09,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:04
ZFI9554021,4,Closed,2023-10-03 15:52:19,2023-10-03 18:01:11,2023-06-09 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:04
ZFJ2528001,4,Closed,2023-10-03 15:49:00,2023-10-03 18:01:17,2023-06-22 10:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:22
ZFJ2882001,2,Submitted,,,,0,CE_CHK,COM,,p1310753,2023-06-27 09:59:44
ZFJ2882001,2,Submitted,,,,1,WFMAPT,COM,,saleema,2023-07-01 19:27:30
ZFJ2882001,2,Submitted,,,,2,HSDT1,COM,,saleema,2023-06-27 10:09:31
ZFJ2882001,2,Submitted,,,,3,WFM,CAN,,OM_JOB_SERVER,2023-07-04 13:10:16
ZFJ2882001,2,Submitted,,,,4,OPET_ETHL,COM,,wilbertyew,2023-06-27 11:31:57
ZFJ2882001,2,Submitted,,,,5,TNM_C_ETHL,COM,,saleema,2023-07-01 19:27:34
ZFJ2882001,2,Submitted,,,,6,TNP,COM,,bokhary,2023-06-27 15:37:59
ZFJ2882001,2,Submitted,,,,7,MPP2,COM,,TINA,2023-06-27 19:44:27
ZFJ2882001,2,Submitted,,,,8,GSPSG_ME,EXC,,OM_AUTO_ALLOC,2023-07-07 21:32:39
ZFJ2882001,2,Submitted,,,,9,TBPO1,COM,,saleema,2023-07-01 19:27:53
ZFJ2882001,2,Submitted,,,,10,FRMS_HALF,COM,,OM_JOB_SERVER,2023-06-27 15:38:05
ZFJ2882001,2,Submitted,,,,11,TBPO1,COM,,saleema,2023-07-01 19:28:05
ZFJ2882001,2,Submitted,,,,12,GSDT82,COM,2023-07-03 14:13:32,jianhui,2023-07-03 14:15:19
ZFJ2882001,2,Submitted,,,,13,IPVM2,COM,,CP740655,2023-07-04 12:27:43
ZFJ2882001,2,Submitted,,,,14,FRMS_FULL,COM,,OM_JOB_SERVER,2023-07-04 12:27:56
ZFJ2882001,2,Submitted,,,,15,BATCH_DCI,COM,,OM_JOB_SERVER,2023-07-04 12:28:09
ZFJ2882002,2,Submitted,,,,0,CE_CHK,COM,,p1310753,2023-06-27 09:59:44
ZFJ2882002,2,Submitted,,,,1,WFMAPT,COM,,saleema,2023-07-01 19:28:15
ZFJ2882002,2,Submitted,,,,2,HSDT1,COM,,saleema,2023-06-27 10:09:45
ZFJ2882002,2,Submitted,,,,3,WFM,CAN,,OM_JOB_SERVER,2023-07-04 13:10:20
ZFJ2882002,2,Submitted,,,,4,OPET_ETHL,COM,,wilbertyew,2023-06-27 11:32:38
ZFJ2882002,2,Submitted,,,,5,TNM_C_ETHL,COM,,saleema,2023-07-01 19:28:50
ZFJ2882002,2,Submitted,,,,6,TNP,COM,,bokhary,2023-06-27 15:37:56
ZFJ2882002,2,Submitted,,,,7,MPP2,COM,,jianhui,2023-06-28 15:25:23
ZFJ2882002,2,Submitted,,,,8,GSPSG_ME,EXC,,OM_AUTO_ALLOC,2023-07-07 21:31:20
ZFJ2882002,2,Submitted,,,,9,TBPO1,COM,,saleema,2023-07-01 19:29:14
ZFJ2882002,2,Submitted,,,,10,FRMS_HALF,COM,,OM_JOB_SERVER,2023-06-27 15:38:04
ZFJ2882002,2,Submitted,,,,11,TBPO1,COM,,saleema,2023-07-01 19:29:01
ZFJ2882002,2,Submitted,,,,12,GSDT82,COM,,jianhui,2023-07-03 14:15:44
ZFJ2882002,2,Submitted,,,,13,IPVM2,CAN,,OM_JOB_SERVER,2023-07-04 12:27:30
ZFJ2882002,2,Submitted,,,,14,FRMS_FULL,COM,,OM_JOB_SERVER,2023-07-04 12:27:44
ZFJ2882002,2,Submitted,,,,15,BATCH_DCI,COM,,OM_JOB_SERVER,2023-07-04 12:27:59
ZFJ4796001,2,Submitted,,,,0,BMS,RDY,,OM_AUTO_ALLOC,2023-06-27 16:56:10
ZFJ4796001,2,Submitted,,,,1,BMS,RDY,,OM_AUTO_ALLOC,2023-06-27 16:56:13
ZFJ4796001,2,Submitted,,,,2,BMS,NRD,,OM_AUTO_ALLOC,2023-06-27 16:56:11
ZFJ4796001,2,Submitted,,,,3,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-06-27 16:56:14
ZFJ7036003,4,Closed,2023-10-03 15:52:15,2023-10-03 18:01:29,2023-06-19 14:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:51:49
ZFJ7868001,4,Closed,2023-10-03 15:48:50,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:39
ZFJ7868002,4,Closed,2023-10-03 15:49:10,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:38
ZFJ7868003,4,Closed,2023-10-03 15:48:50,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:48
ZFJ7868004,4,Closed,2023-10-03 15:49:00,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:14
ZFJ7868005,4,Closed,2023-10-03 15:49:11,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:17
ZFJ7868006,4,Closed,2023-10-03 15:48:20,2023-10-04 12:01:17,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:48:18
ZFJ7868007,4,Closed,2023-10-03 15:52:15,2023-10-04 12:01:18,2023-05-31 00:00:00,0,EXSHLR1,COM,,REQ0316340,2023-10-03 15:52:08
